SKU,Barcode,Location,Bag,Description,
COMPUTER138nzsale,A00001,LA00001,9,DP to VGA 1.8M cable,
computer118,A00002,LA00002,9,D/P MALE TO DVI ADPT 24+5,
computer120,A00003,LA00003,9,D/P MALE TO VGA ADPT,
computer192,A00004,LA00004,9,HDMI FEMALE TO DVI MALE 24+5 ADPT,
others094,A00005,LA00005,9,HDMI MALE TO DVI FEMALE ADPT 24+1,
AAA,A00006,LA00006,9,D/P MALE TO MINI D/P FEMALE ADPT,
computer193,A00007,LA00007,9,HDMI MALE TO DVI FEMALE ADPT 24+5,
AAA,A00008,LA00008,9,HDMI FEMALE TO DVI MALE ADPT 18+1,
computer121,A00009,LA00009,9,MINI HDMI MALE TO HDMI FEMALE ADPT,
AAA,A00010,LA00010,9,MINI D/P TO D/P ADPT CAB BLACK,
AAA,A00010W,LA00010W,9,MINI D/P TO D/P ADPT CAB WHITE,
computer022nzsale,A00011,LA00011,9,IPAD 1/2/3 TO HDMI ADPT CAB,
computer023,A00012,LA00012,9,IPAD 1/2/3 TO VGA ADPT CAB,
computer024,A00013,LA00013,9,IPAD 1/2/3 TO DVI ADPT CAB,
computer199nzsale,A00014,LA00014,9,HDMI FEMALE TO DVI MALE 24+1,
AAA,A00015,LA00015,9,,
AAA,A00016,LA00016,9,,
computer119nzsale,A00017,LA00017,9,D/P MALE TO HDMI FEMALE,
Computerother013nzsale,A00018,LA00018,9,MINI D/P MALE TO HDMI FEMALE,
computer190nzsale,A00019,LA00019,9,D/P MALE TO HDMI FEMALE ADPT CAB,
computer187,A00020,LA00020,9,D/P MALE  TO VGA FEMALE ADPT CAB,
CABLE059nzsale,A00021,LA00021,9,HDMI MALE TO VGA FEMALE ADPT CAB,
AAA,A00022,LA00022,9,MICRO HDMI MALE TO VGA FEMALE ADPT CAB,
AAA,A00023,LA00023,9,MINI HDMI MALE TO VGA FEMALE ADPT CAB,
computer222,A00024,LA00024,9,MINI DVI MALE TO DVI FEMALE ADPT CAB 24+1,
computer223,A00025,LA00025,9,MINI DVI MALE TO VGA FEAMLE ADPT CAB,
computer145,A00026,LA00026,9,MINI DVI MALE TO HDMI FEAMLE ADPT CAB,
computer141,A00027,LA00027,9,MINI DP TO DVI 1.8M,
computer139nzsale,A00028,LA00028,7,D/P MALE TO HDMI MALE CAB 1.8M,
computer140,A00029,LA00029,7,D/P MALE TO DVI MALE CAB 1.8M 24+1,
computer224,A00030,LA00030,7,D/P MALE TO D/P MALE Cable 1.8m,
computer021nzsale,A00031,LA00031,7,MINI D/P MALE TO HDMI MALE CAB 3.0M,
computer002nzsale,A00032,LA00032,9,MINI D/P MALE TO HDMI MALE CAB 1.8M,
computer001nzsale,A00033,LA00033,9,MINI D/P MALE TO HDMI FEAMLE ADPT CAB,
computer188nzsale,A00034,LA00034,9,MINI D/P MALE TO VGA FEMALE ADPT CAB,
computer197nzsale,A00035,LA00035,9,MINI D/P MALE TO DVI FEAMLE ADPT CAB 24+5,
168NZ054nzsale,A00036,LA00036,9,MINI D/P MALE TO MINI D/P MALE CAB,
AAA,A00037,LA00037,9,USB MALE TO FEMALE  EXT CAB,
PHONEACC0087nzsale,A00038,LA00038,9,,
CABLE085nzsale,A00039,LA00039,9,IPHONE 4 FEMALE TO IPHONE 5 MALE CAB,
AAA,A00040,LA00040,9,IPHONE 4 MALE TO IPAD 1/2/3 MALE CAB,
mobilephone275,A00041,LA00041,9,MICRO USB FEMALE TO IPHONE 5 ADPT,
AAA,A00042,LA00042,9,KODAK 8 PIN TO AV CAB,
AAA,A00043,LA00043,9,KOADK 5 PIN TO USB CAB,
AAA,A00044,LA00044,9,KODAK 4 PIN TO USB CAB,
TABACC030,A00045,LA00045,9,IPOD SHUFFLE 2 CAB,
TABACC028,A00046,LA00046,9,IPod shuffle 4th Cable,
mobilephone256,A00047,LA00047,9,IPHONE 3.5 TO 30 PIN MALE CAB,
mobilephone270,a00048,La00048,9,SAMSUNG P1000 USB CAB white,
AAA,a00048b,La00048b,9,p1000 comp cable black,
CameraACC006nzsale,A00049,LA00049,9,SONY MP3 USB CAB,
AAA,A00050,LA00050,9,SONY MD2 AV CAB,
AAA,A00051,LA00051,9,SONY MD3 AV CAB,
AAA,A00052,LA00052,9,FUJI 14 PIN USB CAB,
AAA,A00053,LA00053,9,FUJI 4 PIN USB CAB,
AAA,A00054,LA00054,9,FUJI 5 PIN USB CAB,
computer225nzsale,A00055,LA00055,9,IPHONE 4 OTG CAB,
mobilephone273nzsale,A00056,LA00056,9,IPHONE 5 OTG CAB,
computer124,A00057,LA00057,9,MINI OPTICAL FIBRE CAB 1.0M,
computer125,A00058,LA00058,9,MINI OPTICAL FIBRE CAB 2.0M,
mobilephone264,A00059,LA00059,9,MICRO USB CAB 2.0M BK,
AAA,A00060,LA00060,9,MICRO USB CAB 2.0M WT,
PhoneACC0015nzsale,A00061,LA00061,9,MICRO USB CAB 1.0M BK,
PhoneACC0015nzsale,A00062,LA00062,9,MICRO USB CAB 1.0M WT,
AAA,A00063,LA00063,9,x,
P1000 OTG,A00064,LA00064,9,SAMSUNG P1000 OTG CAB,
168NZ038,A00065,LA00065,9,SAMSUNG MP3 CAB,
PhoneACC0034,A00066,LA00066,9,Iph 30pin Male - Female cable,
computer142,A00067,LA00067,9,micro usb 3M cable,
camera002,A00068,LA00068,9,SAMSUNG C7 USB CAB,
AAA,A00069,LA00069,9,SAMSUNG C7 AV CAB,
AAA,A00070,LA00070,9,SAMSUNG C6 USB CAB,
AAA,A00071,LA00071,9,SAMSUNG C6 AV CAB,
computer191,A00072,LA00072,9,USB 2.0 SOUND CARD,
mobilephone242nzsale,A00073,LA00073,9,SAMSUNG NOTE 3 OTG CAB,
mobilephone009,A00074,LA00074,9,SAMSUNG NOTE 3 USB CAB,
AAA,A00075,LA00075,9,SAMSUNG MICRO USB CAB,
AAA,A00076,LA00076,9,V3 USB CABLE,
mobilephone263,A00078,LA00078,9,IPHONE 5 USB CAB 3.0M BK,
AAA,A00079,LA00079,9,IPHONE 5 USB CAB 3.0M WT,
GREATDEAL028,A00080,LA00080,9,IPHONE 5 USB CAB 1.0M BK,
GREATDEAL010nzsale,A00081,LA00081,9,IPHONE 5 USB CAB 1.0M WT,
PhoneACC0009nzsale,A00082,LA00082,9,IPHONE 5 USB CAB 2.0M BK,
PHONEACC0010,A00082,LA00082,9,,
AAA,A00083,LA00083,9,IPHONE 5 USB CAB 2.0M WT,
AAA,A00084,LA00084,9,IPHONE 4 USB CAB 1.0M BK,
GREATDEAL009,A00085,LA00085,9,IPHONE 4 USB CAB 1.0M WT,
zoween002,A00086,LA00086,9,IPHONE 4 USB CAB 2.0M BK,
GREATDEAL027,A00087,LA00087,9,IPHONE 4 USB CAB 2.0M WT,
AAA,A00088,LA00088,9,IPHONE 4 USB CAB 3.0M BK,
zoween002,A00089,LA00089,9,IPHONE 4 USB CAB 3.0M WT,
computer101nzsale,A00090,LA00090,9,WIRELESS CARD BK,
mobilephone272nzsale,A00091,LA00091,9,MICRO USB OTG,
AAA,A00092,LA00092,9,PS VITA CAR HOLDER,
AAA,a00093b,La00093b,7,wii controller bk,
AAA,A00094,LA00094,9,IPHONE 4 2 IN 1 CAB BK,
AAA,A00095,LA00095,9,IPHONE 4 2 IN 1 CAB WT,
AAA,A00096,LA00096,9,BT694 800mah,
cordless003,A00097,LA00097,9,BT446 900mah,
mobilephone180,A00098,LA00098,9,Genuine Samsung P1000 tablet Cable,
AAA,A00099,LA00099,9,SONY ORI MD1 CABLE,
computer113,A00100,LA00100,9,USB BATTERY CHARGER,
AAA,A00101,LA00101,9,X,
camera012nzsale,A00102,LA00102,9,SONY 8 PIN USB CAB,
zoween007,A00103,LA00103,9,D/P MALE TO DVI FEMALE ADPT CAB SHORT,
AAA,A00104,LA00104,9,IPHONE 4 ARMBAND BLACK,
AAA,A00105,LA00105,9,IPHONE 4 ARMBAND PINK,
AAA,A00106,LA00106,9,IPHONE 4 ARMBAND RED,
AAA,A00107,LA00107,9,IPHONE 4 ARMBAND SILVER,
AAA,A00108,LA00108,9,IPHONE 4 ARMBAND HOT PINK,
AAA,A00109,LA00109,9,IPHONE 4 ARMBAND GREEN,
AAA,A00110,LA00110,9,IPHONE 4 ARMBAND BLUE,
AAA,A00111,LA00111,9,IPHONE 4 ARMBAND WHITE,
AAA,A00112,LA00112,9,IPHONE 4 ARMBAND SKY BLUE,
AAA,A00113,LA00113,9,IPHONE 4 ARMBAND YELLOW,
AAA,A00114,LA00114,9,IPHONE 4 ARMBAND PURPLE,
AAA,A00115,LA00115,9,6 PIN AV CAB,
AAA,A00116,LA00116,9,IPHONE 5 ARMBAND BLACK,
AAA,A00117,LA00117,9,IPHONE 5 ARMBAND PURPLE,
AAA,A00118,LA00118,9,IPHONE 5 ARMBAND PINK,
AAA,A00119,LA00119,9,IPHONE 5 ARMBAND BLUE,
AAA,A00120,LA00120,9,IPHONE 5 ARMBAND  LIGHT BLUE,
AAA,A00121,LA00121,9,IPHONE 5 ARMBAND HOT PINK,
AAA,A00122,LA00122,9,IPHONE 5 ARMBAND RED,
AAA,A00123,LA00123,9,IPHONE 5 ARMBAND WHITE,
AAA,A00124,LA00124,9,IPHONE 5 ARMBAND SILVER,
AAA,A00125,LA00125,9,IPHONE 5 ARMBAND GREEN,
mobilephone252,A00126,LA00126,9,IPHONE 6 ARMBAND BLACK,
mobilephone253nzsale,A00127,LA00127,9,IPHONE 6 PLUS ARMBAND BLACK,
AAA,A00128,LA00128,9,MINI 7 PIN AV CAB,
AAA,A00129b,LA00129b,9,Iphone5 2 in 1 cable black,
AAA,a00129w,La00129w,9,Iphone5 2 in 1 cable white,
AAA,A00130,LA00130,9,I9300 S3 ARMBAND BLACK,
AAA,A00131,LA00131,9,I9300 S3 ARMBAND LIGHT BLUE,
AAA,A00132,LA00132,9,I9300 S3 ARMBAND GREEN,
AAA,A00133,LA00133,9,I9300 S3 ARMBAND SILVER,
AAA,A00134,LA00134,9,I9300 S3 ARMBAND RED,
AAA,A00135,LA00135,9,I9300 S3 ARMBAND DARK BLUE,
AAA,A00136,LA00136,9,I9300 S3 ARMBAND PINK,
AAA,A00137,LA00137,9,I9300 S3 ARMBAND WHITE,
AAA,A00138,LA00138,9,I9300 S3 ARMBAND HOT PINK,
AAA,A00139,LA00139,9,I9300 S3 ARMBAND YELLOW,
AAA,A00140,LA00140,9,I9300 S3 ARMBAND PURPLE,
mobilephone173nzsale,A00141,LA00141,9,samsung S6 edge Leather Case w/ strap,
AAA,A00142,LA00142,9,CANON USB 5 PIN CAB,
game057,A00143,LA00143,9,USB to PS2 controller converter,
homeliving054,A00144,LA00144,7,card ruler,
computer059nzsale,A00145,LA00145,9,mini DP to HDMI DVI VGA cable adapter,
computer196,A00146,LA00146,9,mini DP to HDMI DVI DP cable adapter,
AAA,A00147,LA00147,9,NOTE 3 ARMBAND BLACK,
AAA,A00148,LA00148,9,IPHONE DIVING BAG BLACK,
AAA,A00149,LA00149,9,SAMSUNG DIVING BAG BLACK,
mobilephone173nzsale,A00150,LA00150,9,S6 ARMBAND black,
AAA,A00151,LA00151,9,CCTV CABLE BNC 10M,
AAA,A00152,LA00152,9,SONY ERICSSON EC700 CAB,
computer151,A00153,LA00153,9,HDMI to HDMI Cable 1.5M  360?? Rotating,
computer152,A00154,LA00154,7,HDMI to HDMI Cable 3M  360?? Rotating,
computer153,A00155,LA00155,7,HDMI to HDMI Cable 5M  360?? Rotating,
wallcharger004,A00156,LA00156,9,white  APPLE USB WALL CHARGER 5V 2A,
computer154,A00157,LA00157,9,HDMI to HDMI Cable 10M  360?? Rotating,
AAA,A00158,LA00158,9,8 pin RJ45 CONNECTOR,
2014121578,A00159,LA00159,9,TOSHIBA 19V 6.3A 2.5*5.5MM Charger,
Computing015NZnzsale,A00160,LA00160,9,2 Prong power cord 2m Good Quanlity,
COMPUTEROTHER089,A00161,LA00161,9,7.1 AUDIO USB 4 IN 1 ADPT,
AAA,A00162,LA00162,9,3.5mm to 3.5mm flat cable,
AAA,A00163,LA00163,9,USB WALL CHARGER 5V 2.1A WHITE,
168NZ142nzsale,A00164,LA00164,9,Dual PORT USB WALL CHARGER 5V 2.1A WHITE,
AAA,A00165,LA00165,9,USB WALL CHARGER 5V 1280mA black,
168NZ023,A00166,LA00166,9,APPLE Duckhead Adapter,
AAA,A00166-1,LA00166-1,9,USB TO PS/2 mouse keyboard adaptor,
AAA,A00167,LA00167,9,ACER 19v 6.3a charger,
AAA,A00168,LA00168,9,ACER 19V1.58A L/T CHGR YELLOW PIN,
AAA,A00169,LA00169,9,F480 USB CAB,
AAA,A00170,LA00170,9,2 PIN POWER HIGH QTY CORD ,
LAPCharger024nzsale,A00171,LA00171,9,20V 4.5A charger square pin,
powercordnzsale,A00172,LA00172,9,3 Prong Power cord,
AAA,A00173,LA00173,9,3 PIN POWER REG QTY CORD BLACK,
AAA,A00174,LA00174,9,SAMSUNG S7 EDGE BACK COVER ,
GDcharger0027,A00175,LA00175,9,SAMSUNG S7 EDGE leather wallet case,
GDcharger0004,A00176,LA00176,9,ASUS 19V2.1A 2.5*0.7 L/T CHGR,
GDcharger0001,A00177,LA00177,9,Samsung note 5 jelly case,
AAA,A00178,LA00178,9,LG K750 USB CAB,
AAA,A00179,LA00179,9,LG KG800 USB CAB,
GDcharger0006,A00180,LA00180,9,DELL 19.5V3.34A L/T CHGR 8 SIDE PLUG,
GDcharger0007,A00181,LA00181,9,DELL 19.5V4.62A 7.4*5.0 L/T CHGR,
GDcharger0008,A00182,LA00182,9,DELL 19.5V3.34A L/T CHGR,
GDcharger0031nzsale,A00183,LA00183,9,ACER 19V3.42A L/T CHGR 1.1*3.0mm,
GDcharger0009,A00184,LA00184,9,SONY 19.5V4.7A L/T CHGR,
GDcharger0010,A00185,LA00185,9,SAMSUNG 19V4.74A 5.5*3.0 L/T CHGR,
GDcharger0011,A00186,LA00186,9,SAMSUNG 19V3.16A 5.5*3.0 L/T CHGR,
GDcharger0005,A00187,LA00187,9,ASUS 19V2.37A 3.0*1.0 L/T CHGR,
AAA,A00188,LA00188,9,SAMSUNG C2 USB CAB,
LAPCharger051,A00189,LA00189,9,samsung s6 jelly case,
GDcharger0003,A00190,LA00190,9,ACER 19V4.74A 5.5 * 1.7 L/T CHGR,
GDcharger0002,A00191,LA00191,9,ACER 19V3.42A 5.5 * 1.7 L/T CHGR,
GDcharger0019,A00192,LA00192,9,TOSHIBA 19V4.74A 5.5*2.5 L/T CHGR,
GDcharger0020nzsale,A00193,LA00193,9,TOSHIBA 19V3.95A 5.5*2.5 L/T CHGR,
GDcharger0021nzsale,A00194,LA00194,9,TOSHIBA 19V3.42A 5.5*2.5 L/T CHGR,
GDcharger0022,A00195,LA00195,9,TOSHIBA 15V5.0A 6.3*3.0 L/T CHGR,
GDCHARGER0023,A00196,LA00196,9,IBM 20V4.5A 7.9*5.5 L/T CHGR,
AAA,A00197,LA00197,9,SONY ERICSSON DVC CAB,
MOBILEPHONE2681,A00198,LA00198,9,3.5mm Male-female 3M,
GDcharger0013,A00199,LA00199,9,HP 19.5V 3.33A 4.8*1.7 L/T CHGR,
GDcharger0028nzsale,A00200,LA00200,9,HP 19.5V 4.62A 4.5*3.0 L/T CHGR,
GDcharger0028,A00200,LA00200,9,,
GDcharger0014,A00201,LA00201,9,HP 19V 4.74A 7.4*5.0 L/T CHGR,
GDcharger0015nzsale,A00202,LA00202,9,HP 18.5V 3.5A 7.4*5.0 L/T CHGR,
GDcharger0016,A00203,LA00203,9,HP 19V 4.74A BULLET PIN  L/T CHGR,
GDcharger0017,A00204,LA00204,9,HP 18.5V 3.5A YELLOW TIP L/T CHGR,
GDcharger0018,A00205,LA00205,9,HP 19.0V 1.58A MINI L/T CHGR,
Hans093,A00206,LA00206,9,HDMI TO VGA + AUDIO CONVERT,
mobilephone265,A00207,LA00207,9,3.5mm Male-Female 5M,
computer163,A00208,LA00208,9,VGA to VGA 5M,
homeliving079,A00209,LA00209,9,Kichen Timer,
GDcharger0012,A00210,LA00210,9,HP 19.5V 3.33A 3.0x4.5MM CHARGER,
computer168,A00211,LA00211,7,CCTV EXT CAB 30M,
AAA,A00212,LA00212,9,X,
others096,A00213,LA00213,9,CCTV EXT CAB 15M,
computer080,A00214,LA00214,9,CCTV EXT CAB 20M,
others097,A00215,LA00215,9,CCTV EXT CAB 5M,
computer079,A00216,LA00216,9,CCTV EXT CAB 10M,
game042nzsale,A00217,LA00217,9,XBOX 360 6RCA CAB,
mobilephone266,a00218,La00218,9,3.5mm to 3.5mm Aux cable BK 1m,
mobilephone267,A00219,LA00219,9,3.5mm to 3.5mm Retractable CAB,
mobilephone241nzsale,A00220,LA00220,7,CIGERETTE LIGHTER 3 HOLE,
computer050,A00221,LA00221,9,GOLD FIBRE CAB 1.5M,
computer052,A00222,LA00222,7,GOLD FIBRE CAB 5M,
computer051,A00223,LA00223,7,GOLD FIBRE CAB 3M,
computer185,A00224,LA00224,9,USB 2.0 WIRELESS + ANTENA,
computer170,A00225,LA00225,9,7.1 SOUND ADPT 2 HOLE,
computer169nzsale,A00226,LA00226,9,IDE AND SATA CONVERTER,
computer013,A00227,LA00227,9,5.1 SOUND CARD,
AAA,A00228,LA00228,9,PANASONIC FLAT USB CAB TZ1 TS1,
AAA,A00229,LA00229,9,PANASONIC ORG 79 TS1 AV CAB,
computer092,A00231,LA00231,7,2RCA TO 2RCA CAB 15M,
computer093,A00232,LA00232,6,2RCA TO 2RCA CAB 20M,
computer091,A00233,LA00233,7,2RCA TO 2RCA CAB 10M,
computer104,A00234,LA00234,9,3RCA TO 3RCA CAB 5M,
computer095nzsale,A00235,LA00235,7,3RCA TO 3RCA CAB 10M,
computer228nzsale,A00236,LA00236,9,3RCA TO 3RCA CAB 1.5M,
computer229nzsale,A00237,LA00237,9,3.5MM TO 3RCA CAB,
computer105,A00238,LA00238,6,3RCA TO 3RCA CAB 20M,
AAA,A00240,LA00240,9,PANASONIC TS1 COMP CAB,
computer133,A00241,LA00241,9,HDMI TO 5RCA CAB 1.5M,
GREATDEAL026,A00243,LA00243,9,HDMI TO 3RCA CAB 1.5M,
computer084,A00244,LA00244,7,HDMI TO VGA CAB 5M,
computer083,A00245,LA00245,7,HDMI TO VGA CAB 3M,
GREATDEAL025nzsale,A00246,LA00246,9,HDMI TO VGA CAB 1.8M,
others099,A00247,LA00247,9,PRINTER CAB 5M,
Others014nzsale,A00248,LA00248,9,3.5MM TO 2RCA CAB,
computer230,A00249,LA00249,9,PRINTER CAB 1.8M,
AAA,A00250,LA00250,9,LG MICRO USB CAB ORI,
AAA,A00251,LA00251,9,HTC MICRO USB CAB ORI,
AAA,A00252,LA00252,9,NOKIA MICRO USB  ORI,
AAA,A00253,LA00253,6,SAMSUNG S7 EDGE JELLY CASE,
computer136,A00254,LA00254,7,HDMI TO DVI CABLE 5M,
AAA,A00255,LA00255,7,HDMI TO DVI 1.5M,
b,A00256,LA00256,9,CCTV 50M BNC CABLE 50M,
computer064nzsale,A00257,LA00257,9,VGA TO VGA CAB 1.8M,
computer043,A00258,LA00258,6,VGA TO VGA CAB 15M,
computer042,A00259,LA00259,1,VGA TO VGA CAB 20M,
CABLE058,A00260,LA00260,9,HDMI FEMALE TO MALE 1.5M EXT CAB,
AAA,A00261,LA00261,9,SONY 8 PIN AV CAB,
AAA,A00262,LA00262,9,SONY 10 PIN AV CAB,
computer231nzsale,A00263,LA00263,9,USB MALE TO MALE CAB 1.8M,
168NZ161,A00264,LA00264,9,MINI HDMI TO HDMI CAB 1.8M,
CABLE027,A00265,LA00265,7,MINI HDMI TO HDMI CAB 3M,
computer232,A00266,LA00266,9,printer cable 3M,
computer085,A00267,LA00267,9,MICRO HDMI TO HDMI 1.8M,
computer198,A00268,LA00268,9,MICRO HDMI TO HDMI 3M,
computer086,A00269,LA00269,9,MICRO HDMI TO HDMI 5M,
AAA,A00270,LA00270,9,HDMI MALE TO FEMALE CAB 3M,
AAA,A00271,LA00271,9,HDMI 2.0 CABLE BLACK WITH RED 1.5M,
AAA,A00273,LA00273,9,DVI TO DVI 24+1 CAB 1.8M,
computer137,A00274,LA00274,9,x,
AAA,A00275,LA00275,7,DVI TO DVI 24+1 CAB 3M,
computer195,A00276,LA00276,9,USB 2.0 MALE TO FEMALE 5M,
CABLE047nzsale,A00277,LA00277,9,USB 2.0 MALE TO FEMALE 3M,
computer166,A00278,LA00278,9,USB 3.0 MALE TO FEMALE 1.8M,
AAA,A00279,LA00279,9,1394 4PIN CAB,
AAA,A00280,LA00280,9,OLYMPUS 5 PIN USB V3 CAB,
AAA,A00281,LA00281,9,OLYMPUS 12 PIN USB CAB,
PHONECHA008,A00283,LA00283,9,CAR CHGR 2 HOLE 5V 3.1A BLK,
computer234,A00284,LA00284,9,CAR CHGR 2 HOLE 5V 3.1A WHITE,
computer235,A00285,LA00285,9,CAR CHGR 5V 1.0A BULLET CHARGER WHITE,
computer236,A00286,LA00286,9,CAR CHGR 5V 1.0A BULLET CHARGER BLK,
AAA,A00287,LA00287,9,RING CAR CHGR 2 HOLE 5V 3.1A BLK,
AAA,A00288,LA00288,9,RING CAR CHGR 2 HOLE 5V 3.1A WHITE,
AAA,A00289,LA00289,9,SAMSUNG P1000 CAR CHGR,
AAA,A00290,LA00290,9,NOKIA OLD CAR CHGR,
computer020,A00291,LA00291,9,OPTICAL FIBRE 10M,
computer019,A00292,LA00292,9,OPTICAL FIBRE 5M,
computer237,A00293,LA00293,9,OPTICAL FIBRE 1M,
Gaming043nz,A00294,LA00294,9,X360 SLIM ADPT TRANSFER POWER CAB,
mobilephone268nzsale,A00295,LA00295,9,3.5mm Male-Female 1.5M,
computer110,A00296,LA00296,9,USB 2.0 Male to Female 1.8M,
game023,A00297,LA00297,9,XBOX 360 BREAKAWAY CAB,
computer082,A00298,LA00298,9,HDMI 1 IN 2 OUT CABLE,
Gaming070nznzsale,A00299,LA00299,9,WII U GAME CAB,
computer081,A00300,LA00300,9,1 VGA TO 2 VGA CABLE,
computer239nzsale,A00301,LA00301,9,DVI 24+5 TO VGA cable 1.5M,
computer044,A00302,LA00302,6,VGA TO VGA CAB 10M,
AAA,A00303,LA00303,9,SONY MD3 USB CAB,
game046,A00304,LA00304,9,PS VITA USB CAB,
168NZ060,A00305,LA00305,9,PSP 2 IN 1 CAB,
mobilephone218,A00306,LA00306,9,PS3 USB CAB 3M,
mobilephone217,A00307,LA00307,9,PS3 USB CAB 1.8M,
mobilephone216,A00308,LA00308,9,PS3 USB CAB 1M,
game027,A00309,LA00309,9,BIG XBOX CHGR CAB BLK,
game040nzsale,A00310,LA00310,9,BIG XBOX CHGR CAB GREY,
computer238,A00311,LA00311,9,Toslink optical cable 2M,
AAA,A00312,LA00312,9,NOKIA USB CA53 CAB,
168NZ107nzsale,A00313,LA00313,9,RS232 USB CAB,
game056,A00314,LA00314,9,XBOX 360 VGA CAB,
computer109,A00315,LA00315,9,HDMI 3 IN 1 OUT CAB,
game037nzsale,A00316,LA00316,9,PS2/3 3RCA CAB,
computer122nzsale,A00317,LA00317,9,USB PRINTER 36 PIN CAB,
AAA,A00318,LA00318,9,DC 1 TO 8 CAB,
AAA,A00319,LA00319,9,x,
computer194,A00320,LA00320,9,VGA TO 3RCA S-VIDEO CAB,
AAA,A00322,LA00322,9,SAMSUNG D800 ORG USB CAB,
AAA,A00323,LA00323,9,SAMSUNG D800 COMP USB CAB,
GAME055,A00324,LA00324,9,XBOX 360 S-VIDEO CAB,
game059,A00326,LA00326,9,PSP 3RCA CAB,
game059,A00326,LA00326,9,XBOX 360 AUDIO ADPT,
AAA,A00327,LA00327,9,PSP 5RCA CAB,
game071,A00328,LA00328,9,PS2/3 5RCA CAB,
AAA,A00329,LA00329,9,PS2/3 AV CAB S-VIDEO,
AAA,A00330,LA00330,9,NDSI CAR CHGR,
game015nzsale,A00331,LA00331,9,NDSI USB cable,
Gaming018nznzsale,A00332,LA00332,9,NDSL USB Cable,
AAA,A00333,LA00333,9,NDSL CAR CHGR,
computer045,A10001,LA10001,7,MINI DP to VGA adapter cable 1.8M,
computer118,A10003,LA10003,9,x,
computer158nzsale,A10004,LA10004,7,HDMI 10M  flat cable,
AAA,A20001,LA20001,9,x,
AAA,A20002,LA20002,9,ASUS memo wallet case balck,
AAA,A20003,LA20003,1,1 in 8 out HDMI splitter,
mobilephone022,A20004,LA20004,9,mobile phone dock,
AAA,A20005,LA20005,9,,
AAA,A20006,LA20006,9,,
AAA,A20007,LA20007,9,Canon BG-E5 Compatible Battery Grip for 450D 500D,
AAA,A20008,LA20008,9,Battery Grip for Canon EOS 5D Mark II BG-E6,
AAA,A20009,LA20009,9,camera accessory,
AAA,A20010,LA20010,9,camera accessory,
AAA,A20011,LA20011,9,BT 446 NEW ,
AAA,A20012,LA20012,9,BT 694 NEW,
AAA,A20013,LA20013,9,Battery Grip for NIKON D40/D40X/D60/D5000,
AAA,A20014,LA20014,9,Battery Grip For Canon EOS 60D BG-E9,
AAA,A30001,LA30001,9,Beauty Blender Makeup Sponge Waterdrop Pink,
AAA,A30002,LA30002,9,Beauty Blender Makeup Sponge Waterdrop Blue,
AAA,A30003,LA30003,9,Beauty Blender Makeup Sponge Waterdrop hot pink,
AAA,A30004,LA30004,9,Beauty Blender Makeup Sponge Waterdrop Green,
AAA,A30005,LA30005,9,Beauty Blender Makeup Sponge Waterdrop Purple,
AAA,A30006,LA30006,9,Beauty Blender Makeup Sponge Waterdrop Yellow,
Beauty022nzsale,A30007,LA30007,9,Professional Makeup Cosmetic Brushes 8PCS Set,
AAA,A30008,LA30008,9,Professional Makeup Cosmetic Brushes 4PCS Set,
AAA,A30009,LA30009,9,sticker fly trip,
CAMERA011,A30010,LA30010,9,x,
AAA,A30011,LA30011,9,x,
computer126,A30012,LA30012,9,3.5MM TO 3.5MM CABLE 1.5M,
AAA,A30013,LA30013,7,compass diving bag GREEN,
AAA,A30014,LA30014,7,compass diving bag hot pink,
AAA,A30015,LA30015,9,x,
computer090nzsale,A30016,LA30016,9,2RCA - 2RCA 5M,
a,A30017,LA30017,9,VGA - 3RCA CABLE 1.8M,
computer161,A30018,LA30018,9,HDMI - VGA 3RCA cable 1.8M,
AAA,B00002,LB00002,9,x,
AAA,B00003,LB00003,9,x,
AAA,B00004,LB00004,9,x,
AAA,B00005,LB00005,9,Samsung S5 i9600 leather case pink,
AAA,B00006,LB00006,9,Samsung S5 i9600 leather case purple,
AAA,B00007,LB00007,9,Samsung S5 i9600 leather case green,
AAA,B00008,LB00008,9,Samsung S5 i9600 leather case white,
AAA,B00009,LB00009,9,Samsung S5 i9600 leather case brown,
AAA,B00010,LB00010,9,Samsung S5 i9600 leather case sky blue,
AAA,B00011,LB00011,9,Samsung S5 i9600 leather case red,
AAA,B00012,LB00012,9,Samsung S5 i9600 leather case dark blue,
AAA,B00013,LB00013,9,Samsung S5 i9600 leather case orange,
AAA,B00014,LB00014,9,Samsung S5 i9600 leather case black,
AAA,B00015,LB00015,9,Samsung S5 i9600 leather case hot pink,
AAA,B00016,LB00016,9,iphone 4 2pcs hard case yellow,
AAA,B00017,LB00017,9,iphone 4 2pcs hard case red,
AAA,B00018,LB00018,9,iphone 4 2pcs hard case orange,
GD014,B00019,LB00019,9,iphone 4 2pcs hard case pink,
AAA,B00020,LB00020,9,iphone 4 2pcs hard case  hot pink,
AAA,B00021,LB00021,9,iphone 4 2pcs hard case white,
AAA,B00022,LB00022,9,iphone 4 2pcs hard case grey,
AAA,B00023,LB00023,9,iphone 4 2pcs hard case purple,
phonecase006nzsale,B00024,LB00024,9,iphone 4 2pcs hard case black,
AAA,B00025,LB00025,9,iphone 4 2pcs hard case dark blue,
AAA,B00026,LB00026,9,iphone 4 2pcs hard case green,
AAA,B00027,LB00027,9,x,
